19.894867	49.117563	946.364685	152.703232
19.900063	49.117563	973.884277	152.703232
19.905258	49.117563	977.866943	152.703232
19.910454	49.117563	981.870483	152.703232
19.915649	49.117563	917.979309	152.703232
19.920845	49.117563	918.284485	152.703232
19.926041	49.117563	934.188049	152.703232
19.931236	49.117563	976.241638	152.703232
19.936432	49.117563	956.671692	152.703232
19.941627	49.117563	981.346985	152.703232
19.946823	49.117563	965.544067	152.703232
19.952019	49.117563	933.265808	152.703232
19.957214	49.117563	1018.805237	152.703232
19.962410	49.117563	1041.032959	152.703232
19.967605	49.117563	1046.549927	152.703232
19.972801	49.117563	1085.995483	152.703232
19.977997	49.117563	1088.249512	152.703232
19.983192	49.117563	1095.278198	152.703232
19.988388	49.117563	1104.286865	152.703232
19.993583	49.117563	1049.083008	152.703232
19.998779	49.117563	1066.084229	152.703232
20.003975	49.117563	1067.417603	152.703232
20.009170	49.117563	1133.263428	152.703232
20.014366	49.117563	1158.918091	152.703232
20.019561	49.117563	1172.029663	152.703232
20.024757	49.117563	1158.253662	152.703232
20.029953	49.117563	1227.028931	152.703232
20.035148	49.117563	1243.036987	152.703232
20.040344	49.117563	1241.395264	152.703232
20.045539	49.117563	1222.122314	152.703232
19.894867	49.120070	943.287048	152.703232
19.900063	49.120070	977.599548	152.703232
19.905258	49.120070	988.650024	152.703232
19.910454	49.120070	985.945312	152.703232
19.915649	49.120070	932.489258	152.703232
19.920845	49.120070	881.571045	152.703232
19.926041	49.120070	934.688721	152.703232
19.931236	49.120070	971.293274	152.703232
19.936432	49.120070	972.240967	152.703232
19.941627	49.120070	994.272217	152.703232
19.946823	49.120070	950.949768	152.703232
19.952019	49.120070	998.934631	152.703232
19.957214	49.120070	1023.640137	152.703232
19.962410	49.120070	1073.230591	152.703232
19.967605	49.120070	1085.359497	152.703232
19.972801	49.120070	1115.080200	152.703232
19.977997	49.120070	1116.581421	152.703232
19.983192	49.120070	1090.358032	152.703232
19.988388	49.120070	1121.875610	152.703232
19.993583	49.120070	1128.100342	152.703232
19.998779	49.120070	1098.916870	152.703232
20.003975	49.120070	1101.248901	152.703232
20.009170	49.120070	1163.300781	152.703232
20.014366	49.120070	1197.259155	152.703232
20.019561	49.120070	1214.437134	152.703232
20.024757	49.120070	1254.810913	152.703232
20.029953	49.120070	1264.651855	152.703232
20.035148	49.120070	1291.608887	152.703232
20.040344	49.120070	1314.436157	152.703232
20.045539	49.120070	1299.423462	152.703232
19.894867	49.122578	943.060974	152.703232
19.900063	49.122578	970.424866	152.703232
19.905258	49.122578	990.294128	152.703232
19.910454	49.122578	994.820312	152.703232
19.915649	49.122578	971.338379	152.703232
19.920845	49.122578	905.383911	152.703232
19.926041	49.122578	913.087036	152.703232
19.931236	49.122578	935.482971	152.703232
19.936432	49.122578	965.970642	152.703232
19.941627	49.122578	974.838745	152.703232
19.946823	49.122578	953.221863	152.703232
19.952019	49.122578	1011.555298	152.703232
